"구분별(1)",구분별(2),2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"대학",소계,186,293913,141309,65.5,61.7,168740,77075,152320,67042,4281,2896,405,229,25,4,51,29,2291,899,9367,5976,8.3,24425,10784,1450,129,60,3755,1907,6567,3689,85308,45919,3539,1875,185,298868,145067,66.0,63.0,171121,79973,151506,67484,5893,4068,610,366,83,8,1429,1169,1610,600,9990,6278,8.4,25026,10910,1483,145,69,3565,1925,9533,5245,84363,45068,3632,1877,183,294952,144003,64.8,61.8,164837,77742,144705,64896,6648,4613,568,340,104,22,1458,1285,2054,822,9300,5764,8.4,24719,10327,1550,154,77,3648,1972,10418,5759,86772,46574,2854,1552,190,301606,149125,64.5,62.0,168510,81184,147927,68181,6580,4552,601,319,135,39,1129,913,1815,713,10323,6467,8.5,25507,10878,1773,110,43,3431,1832,9717,5331,89704,48353,2854,1504,192,322407,160342,64.4,62.4,182462,89242,160274,75516,6359,4350,700,389,115,21,1302,1047,2343,941,11369,6978,7.9,25459,11069,2038,118,54,7802,4311,3679,1997,96863,51528,3986,2141,194,334649,167926,64.3,62.3,191404,94424,167790,80008,5672,3834,1210,699,102,17,1309,1044,2479,1054,12842,7768,7.3,24490,10661,1915,155,65,6612,3654,3723,2084,101976,54682,4374,2356,194,335646,168940,62.6,60.4,187485,92101,163350,77680,5359,3625,1466,745,106,20,1267,1002,2480,1044,13457,7985,6.8,22899,10077,2002,120,48,7059,4095,4044,2247,105815,56955,6222,3417
"대학",국립,24,60417,25437,63.6,56.6,33066,12527,30764,11173,474,293,32,19,17,4,13,12,370,127,1396,899,10.9,6615,2552,439,29,10,426,267,881,478,18600,9419,361,184,25,60694,25262,62.4,55.5,32337,12119,29898,10746,531,335,68,42,35,1,37,28,282,85,1486,882,11.0,6703,2491,435,20,8,324,209,1376,736,18930,9455,569,244,26,60991,25512,61.2,54.9,31483,12011,28934,10505,598,375,39,16,36,4,130,113,362,134,1384,864,11.5,7025,2520,450,26,10,343,208,1698,884,19624,9687,342,192,32,63684,27443,61.6,56.0,33074,13198,30318,11571,620,423,34,15,41,9,59,42,310,114,1692,1024,11.4,7290,2741,529,19,5,352,222,1791,916,20295,10176,334,185,32,66890,28909,60.8,55.7,34939,14128,31777,12347,691,430,53,22,58,7,83,63,388,147,1889,1112,10.6,7109,2610,567,15,4,1370,715,373,226,21892,10869,625,357,33,70275,30361,60.1,55.3,36808,14927,33336,13005,680,412,102,55,51,6,101,75,423,163,2115,1211,9.9,6981,2521,515,26,9,1085,564,441,273,23769,11717,650,350,33,72235,31464,58.4,53.2,36996,14947,33287,12939,661,446,147,59,75,10,94,71,468,191,2264,1231,9.3,6701,2489,580,29,9,1068,608,504,267,24190,11999,2167,1145
"대학",공립,2,3082,1168,68.5,63.2,1891,666,1753,588,9,8,6,4,-,-,-,-,18,9,105,57,8.4,260,88,17,4,3,9,6,30,18,863,384,8,3,2,3321,1185,70.5,61.9,2079,661,1938,586,7,6,3,1,-,-,-,-,6,1,125,67,8.6,287,81,16,1,-,9,7,57,30,854,394,18,12,1,1682,559,69.7,57.9,1031,281,976,262,2,1,5,1,-,-,-,-,7,1,41,16,10.1,170,56,6,1,1,3,1,23,16,448,204,-,-,1,1708,605,68.0,60.5,1006,323,941,285,1,1,-,-,-,-,-,-,14,9,50,28,11.3,193,51,6,-,-,9,5,21,15,473,211,-,-,1,1941,683,65.7,55.9,1124,342,1056,312,2,1,3,1,-,-,5,2,8,4,50,22,9.6,187,51,6,-,-,29,17,7,3,588,270,-,-,1,2102,736,68.6,62.6,1297,411,1210,370,6,5,3,2,-,-,-,-,7,1,71,33,7.9,167,52,7,1,1,32,24,4,2,594,246,-,-,1,1991,695,64.2,58.2,1130,354,1045,318,8,6,2,1,-,-,-,-,8,1,67,28,8.9,177,53,4,1,1,41,33,7,-,631,254,-,-
"대학",사립,160,230414,114704,66.0,62.8,133783,63882,119803,55281,3798,2595,367,206,8,-,38,17,1903,763,7866,5020,7.6,17550,8144,994,96,47,3320,1634,5656,3193,65845,36116,3170,1688,158,234853,118620,66.9,64.6,136705,67193,119670,56152,5355,3727,539,323,48,7,1392,1141,1322,514,8379,5329,7.7,18036,8338,1032,124,61,3232,1709,8100,4479,64579,35219,3045,1621,156,232279,117932,65.7,63.2,132323,65450,114795,54129,6048,4237,524,323,68,18,1328,1172,1685,687,7875,4884,7.5,17524,7751,1094,127,66,3302,1763,8697,4859,66700,36683,2512,1360,157,236214,121077,65.3,63.3,134430,67663,116668,56325,5959,4128,567,304,94,30,1070,871,1491,590,8581,5415,7.6,18024,8086,1238,91,38,3070,1605,7905,4400,68936,37966,2520,1319,159,253576,130750,65.3,63.9,146399,74772,127441,62857,5666,3919,644,366,57,14,1214,982,1947,790,9430,5844,7.2,18163,8408,1465,103,50,6403,3579,3299,1768,74383,40389,3361,1784,160,262272,136829,65.3,63.9,153299,79086,133244,66633,4986,3417,1105,642,51,11,1208,969,2049,890,10656,6524,6.6,17342,8088,1393,128,55,5495,3066,3278,1809,77613,42719,3724,2006,160,261420,136781,63.7,62.0,149359,76800,129018,64423,4690,3173,1317,685,31,10,1173,931,2004,852,11126,6726,6.1,16021,7535,1418,90,38,5950,3454,3533,1980,80994,44702,4055,2272
"교육대학",소계,11,5574,3841,55.5,59.4,2985,2249,2910,2203,1,-,-,-,-,-,-,-,6,4,68,42,1.7,92,34,78,2,2,28,18,-,-,2378,1533,11,5,11,5225,3611,64.7,67.8,3266,2419,3225,2392,1,-,-,-,-,-,-,-,2,1,38,26,1.8,95,41,70,1,-,8,4,-,-,1747,1119,38,28,10,5055,3478,76.4,77.9,3747,2678,3715,2657,-,-,-,-,-,-,-,-,4,1,28,20,0.9,48,20,71,1,-,30,21,-,-,1151,752,7,7,10,4690,3314,79.0,78.9,3596,2591,3570,2567,-,-,-,-,-,-,-,-,1,1,25,23,0.7,31,21,92,-,-,14,8,-,-,920,670,37,24,10,4369,2980,85.7,85.6,3661,2530,3650,2522,-,-,-,-,-,-,-,-,1,1,10,7,0.5,23,14,63,-,-,-,-,11,10,602,418,9,8,10,3833,2605,84.5,83.8,3145,2170,3130,2161,-,-,-,-,-,-,-,-,2,1,13,8,0.3,11,6,89,2,1,-,-,8,7,566,411,12,10,10,3857,2599,72.9,70.5,2679,1804,2619,1755,1,1,-,-,-,-,-,-,1,-,58,48,1.1,43,31,126,1,1,2,1,11,8,983,745,12,9
"교육대학",국립,11,5574,3841,55.5,59.4,2985,2249,2910,2203,1,-,-,-,-,-,-,-,6,4,68,42,1.7,92,34,78,2,2,28,18,-,-,2378,1533,11,5,11,5225,3611,64.7,67.8,3266,2419,3225,2392,1,-,-,-,-,-,-,-,2,1,38,26,1.8,95,41,70,1,-,8,4,-,-,1747,1119,38,28,10,5055,3478,76.4,77.9,3747,2678,3715,2657,-,-,-,-,-,-,-,-,4,1,28,20,0.9,48,20,71,1,-,30,21,-,-,1151,752,7,7,10,4690,3314,79.0,78.9,3596,2591,3570,2567,-,-,-,-,-,-,-,-,1,1,25,23,0.7,31,21,92,-,-,14,8,-,-,920,670,37,24,10,4369,2980,85.7,85.6,3661,2530,3650,2522,-,-,-,-,-,-,-,-,1,1,10,7,0.5,23,14,63,-,-,-,-,11,10,602,418,9,8,10,3833,2605,84.5,83.8,3145,2170,3130,2161,-,-,-,-,-,-,-,-,2,1,13,8,0.3,11,6,89,2,1,-,-,8,7,566,411,12,10,10,3857,2599,72.9,70.5,2679,1804,2619,1755,1,1,-,-,-,-,-,-,1,-,58,48,1.1,43,31,126,1,1,2,1,11,8,983,745,12,9
"산업대학",소계,17,21339,7491,72.9,69.0,14376,4714,13366,4239,158,90,19,5,34,-,15,9,299,95,485,276,3.5,756,261,62,13,4,104,52,679,338,5217,2059,132,63,17,20781,7659,73.0,70.4,13852,4820,12728,4268,251,143,43,18,25,2,37,23,253,70,515,296,3.8,781,278,62,8,3,79,53,881,477,4911,1943,207,85,16,19075,6938,73.2,69.5,12895,4429,11836,3949,223,117,18,5,48,8,27,18,266,73,477,259,3.7,705,238,63,5,1,109,69,577,261,4642,1907,79,33,16,15698,5954,70.2,69.0,10354,3881,9416,3408,184,118,12,5,35,12,58,43,152,44,497,251,3.6,566,183,72,5,2,69,39,231,105,4217,1675,184,69,14,15057,5708,69.0,67.8,9686,3635,8710,3127,228,143,13,5,13,1,130,89,144,49,448,221,3.9,590,190,82,10,1,248,100,86,52,4254,1681,101,49,13,10986,3431,67.1,65.0,6997,2149,6203,1836,112,39,22,4,4,1,93,62,130,30,433,177,3.2,357,66,38,6,-,89,30,64,28,3298,1106,137,52,10,9270,2209,67.6,67.1,5995,1441,5224,1190,107,29,38,3,2,1,116,58,112,37,396,123,3.0,282,23,39,3,1,37,18,45,21,2687,658,182,47
"산업대학",국립,6,10433,3212,76.0,68.4,7501,2060,7146,1920,45,27,6,2,31,-,-,-,113,28,160,83,4.2,437,152,16,6,2,40,21,61,27,2284,908,88,42,6,9860,3141,74.6,68.8,6844,1987,6499,1813,35,24,8,4,25,2,-,-,90,31,187,113,5.0,497,169,27,5,1,36,27,120,58,2228,851,103,48,5,9709,3187,73.3,66.4,6638,1966,6236,1798,43,29,12,3,39,6,4,3,105,24,199,103,4.9,472,156,21,-,-,27,14,139,58,2374,969,38,24,5,7340,2358,69.0,64.9,4713,1430,4378,1264,27,19,5,2,29,11,6,5,62,14,206,115,5.4,394,111,11,2,1,27,14,79,28,2022,727,92,47,5,6547,1977,66.3,62.6,4000,1143,3739,1013,36,26,3,1,5,-,15,14,56,15,146,74,5.9,387,112,11,7,1,85,26,25,11,1973,655,59,29,5,4841,1262,62.2,57.9,2829,702,2598,617,17,8,8,3,-,-,1,1,41,10,164,63,4.7,226,35,8,2,-,33,9,22,5,1648,477,73,34,4,3714,635,63.3,58.6,2229,365,2043,315,14,5,8,1,-,-,-,-,42,11,122,33,4.8,177,7,1,1,1,7,1,9,3,1205,230,85,28
"산업대학",사립,11,10906,4279,69.8,69.4,6875,2654,6220,2319,113,63,13,3,3,-,15,9,186,67,325,193,2.9,319,109,46,7,2,64,31,618,311,2933,1151,44,21,11,10921,4518,71.5,71.5,7008,2833,6229,2455,216,119,35,14,-,-,37,23,163,39,328,183,2.6,284,109,35,3,2,43,26,761,419,2683,1092,104,37,11,9366,3751,73.0,72.2,6257,2463,5600,2151,180,88,6,2,9,2,23,15,161,49,278,156,2.5,233,82,42,5,1,82,55,438,203,2268,938,41,9,11,8358,3596,71.2,71.6,5641,2451,5038,2144,157,99,7,3,6,1,52,38,90,30,291,136,2.1,172,72,61,3,1,42,25,152,77,2195,948,92,22,9,8510,3731,71.0,70.4,5686,2492,4971,2114,192,117,10,4,8,1,115,75,88,34,302,147,2.4,203,78,71,3,-,163,74,61,41,2281,1026,42,20,8,6145,2169,70.9,69.1,4168,1447,3605,1219,95,31,14,1,4,1,92,61,89,20,269,114,2.1,131,31,30,4,-,56,21,42,23,1650,629,64,18,6,5556,1574,70.5,70.7,3766,1076,3181,875,93,24,30,2,2,1,116,58,70,26,274,90,1.9,105,16,38,2,-,30,17,36,18,1482,428,97,19
"각종학교",소계,6,860,495,55.5,51.9,339,192,216,125,8,6,-,-,-,-,-,-,25,8,90,53,9.5,82,46,8,-,-,143,68,16,11,253,168,19,10,5,873,527,52.6,51.2,354,220,199,116,18,12,-,-,-,-,-,-,8,4,129,88,8.4,73,44,24,1,1,92,47,10,5,293,193,26,17,5,683,421,53.9,52.3,287,181,153,94,20,15,-,-,-,-,3,3,14,2,97,67,12.2,83,53,16,2,2,37,14,13,6,229,155,16,10,4,532,326,52.1,52.8,196,130,85,56,4,2,-,-,-,-,18,10,4,3,85,59,15.2,81,53,12,-,-,59,25,4,2,158,101,22,15,4,487,300,51.6,52.0,198,128,98,70,10,8,-,-,-,-,2,-,9,5,79,45,14.2,69,44,5,-,-,6,3,23,7,182,117,4,1,4,514,315,55.4,55.2,224,144,104,75,11,7,1,1,-,-,4,2,10,3,94,56,11.7,60,34,7,-,-,10,5,33,15,178,116,2,1,2,577,385,56.4,54.9,265,179,122,86,1,1,2,1,-,-,7,7,10,3,123,81,10.6,61,40,11,-,-,12,7,23,12,203,146,2,1
"각종학교",전문(사립),1,28,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,1,-,-,-,-,27,16,-,-,-,-,-,-,1,22,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,14,-,-,-,-,-,-,1,15,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,7,-,-,-,-,-,-,1,17,10,17.6,30.0,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,7,-,-,1,14,7,21.4,14.3,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,6,-,-,1,9,5,22.2,20.0,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"각종학교",대학(국립),2,544,349,52.9,51.2,245,152,148,95,8,6,-,-,-,-,-,-,7,2,82,49,11.0,60,40,3,-,-,4,3,14,9,208,140,10,5,2,562,375,53.1,50.0,257,166,116,69,18,12,-,-,-,-,-,-,4,1,119,84,9.3,52,37,15,1,1,1,-,9,5,210,152,17,14,2,533,355,51.4,50.8,227,152,105,69,20,15,-,-,-,-,3,3,6,1,93,64,12.2,65,47,12,2,2,3,2,9,5,199,137,16,10,1,419,271,54.3,54.1,191,125,81,52,4,2,-,-,-,-,18,10,4,3,84,58,11.9,50,36,10,-,-,3,2,4,2,139,91,22,15,1,431,277,53.1,53.2,191,124,92,66,10,8,-,-,-,-,2,-,9,5,78,45,13.5,58,38,4,-,-,6,3,3,3,165,108,4,1,1,460,292,56.6,56.2,220,141,100,72,11,7,1,1,-,-,4,2,10,3,94,56,11.5,53,33,5,-,-,8,4,5,4,169,110,-,-,1,526,357,57.0,55.4,259,173,117,81,1,1,2,1,-,-,7,7,10,3,122,80,9.5,50,36,11,-,-,7,6,4,3,195,139,-,-
"각종학교",대학(사립),3,288,130,63.5,54.8,94,40,68,30,-,-,-,-,-,-,-,-,18,6,8,4,7.3,21,6,5,-,-,112,49,2,2,45,28,9,5,2,289,138,51.3,55.1,97,54,83,47,-,-,-,-,-,-,-,-,4,3,10,4,7.3,21,7,9,-,-,69,33,1,-,83,41,9,3,2,135,59,66.7,61.7,60,29,48,25,-,-,-,-,-,-,-,-,8,1,4,3,13.3,18,6,4,-,-,19,5,4,1,30,18,-,-,2,96,45,28.6,40.0,2,2,1,1,-,-,-,-,-,-,-,-,-,-,1,1,32.3,31,17,2,-,-,56,23,-,-,5,3,-,-,2,42,16,40.0,50.0,4,3,3,3,-,-,-,-,-,-,-,-,-,-,1,-,26.2,11,6,1,-,-,-,-,20,4,6,3,-,-,2,45,18,33.3,40.0,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,15.6,7,1,2,-,-,2,1,28,11,2,2,2,1,1,51,28,37.5,42.9,6,6,5,5,-,-,-,-,-,-,-,-,-,-,1,1,21.6,11,4,-,-,-,5,1,19,9,8,7,2,1
"기능대학",소계,26,6329,865,82.1,75.3,4720,615,4641,594,4,-,6,1,-,-,-,-,34,6,35,14,1.1,71,15,397,7,2,88,23,16,8,1022,197,8,5,24,6370,861,78.0,69.8,4585,567,4487,543,1,-,2,-,3,1,-,-,43,6,49,17,1.1,68,23,325,8,-,83,24,7,2,1288,243,6,2,24,6325,942,77.4,74.2,4509,663,4434,643,3,2,2,-,1,-,-,-,26,5,43,13,1.1,71,30,365,4,-,54,16,6,2,1313,230,3,1,24,6669,1004,76.0,70.6,4635,679,4542,654,5,3,2,1,-,-,-,-,16,1,70,20,1.1,73,25,425,5,-,68,17,1,-,1457,282,5,1,24,7327,904,83.2,77.3,5664,659,5537,639,1,-,4,-,1,-,6,4,37,2,78,14,1.2,90,36,355,5,-,2,-,66,15,1145,194,-,-,25,7476,900,82.8,83.0,5864,707,5640,644,7,2,5,2,-,-,79,32,45,4,88,23,1.1,84,30,214,7,-,1,-,84,18,1210,145,12,-,26,7372,800,79.5,80.2,5532,605,5280,533,4,4,2,-,1,-,104,46,37,3,104,19,1.5,113,33,223,8,1,5,1,65,11,1414,149,12,-
"기능대학",사립,26,6329,865,82.1,75.3,4720,615,4641,594,4,-,6,1,-,-,-,-,34,6,35,14,1.1,71,15,397,7,2,88,23,16,8,1022,197,8,5,24,6370,861,78.0,69.8,4585,567,4487,543,1,-,2,-,3,1,-,-,43,6,49,17,1.1,68,23,325,8,-,83,24,7,2,1288,243,6,2,24,6325,942,77.4,74.2,4509,663,4434,643,3,2,2,-,1,-,-,-,26,5,43,13,1.1,71,30,365,4,-,54,16,6,2,1313,230,3,1,24,6669,1004,76.0,70.6,4635,679,4542,654,5,3,2,1,-,-,-,-,16,1,70,20,1.1,73,25,425,5,-,68,17,1,-,1457,282,5,1,24,7327,904,83.2,77.3,5664,659,5537,639,1,-,4,-,1,-,6,4,37,2,78,14,1.2,90,36,355,5,-,2,-,66,15,1145,194,-,-,25,7476,900,82.8,83.0,5864,707,5640,644,7,2,5,2,-,-,79,32,45,4,88,23,1.1,84,30,214,7,-,1,-,84,18,1210,145,12,-,26,7372,800,79.5,80.2,5532,605,5280,533,4,4,2,-,1,-,104,46,37,3,104,19,1.5,113,33,223,8,1,5,1,65,11,1414,149,12,-
"일반대학원",소계,160,42714,17382,79.2,68.7,27651,9602,25396,8368,696,294,65,9,3,-,9,5,448,227,1034,699,7.7,3270,1284,184,22,13,503,118,3803,1991,6976,4198,305,176,166,44507,18649,79.1,71.1,28303,10442,25722,9016,886,400,78,16,1,-,1,-,276,125,1339,885,7.0,3094,1330,381,25,8,489,112,4728,2509,7054,4002,433,246,167,44235,19391,78.5,70.3,27560,10635,24997,9131,831,397,77,15,4,-,3,3,478,244,1170,845,6.6,2902,1234,372,18,7,526,160,5293,2858,7077,4193,487,304,176,44651,19636,77.5,69.9,27130,10610,24466,9072,871,398,79,9,8,1,18,16,399,235,1289,879,6.6,2947,1253,350,23,5,504,119,5822,3091,7450,4311,425,247,175,43952,19531,77.8,70.9,27068,10792,24180,9116,1015,477,56,11,3,2,16,9,509,293,1289,884,6.8,2970,1178,147,15,6,5539,2989,470,131,7412,4253,331,182,175,44751,20026,78.3,72.4,27949,11409,24982,9677,1036,474,57,13,7,-,18,14,472,279,1377,952,6.4,2869,1179,162,14,4,5559,2942,447,135,7347,4124,404,233,176,46077,20906,77.7,71.3,28405,11568,25119,9657,1295,599,77,21,10,2,19,15,529,310,1356,964,6.2,2879,1189,145,17,4,6011,3326,489,160,7557,4321,574,338
"일반대학원",국립,27,15373,5704,81.7,72.9,10105,3286,9446,2993,268,101,29,3,2,-,1,-,133,58,226,131,9.7,1498,540,105,9,5,13,7,1379,644,2238,1212,26,10,28,15896,6007,80.4,73.2,10204,3442,9439,3113,334,131,40,5,1,-,-,-,68,24,322,169,8.1,1289,512,274,6,2,-,-,1636,788,2429,1233,58,30,31,16271,6449,80.2,72.7,10269,3638,9525,3266,298,127,43,9,1,-,1,1,136,52,265,183,8.0,1297,520,273,2,1,12,6,1888,915,2496,1349,34,20,34,16250,6358,79.2,72.4,10066,3561,9267,3171,325,130,41,5,3,-,1,-,112,54,317,201,8.0,1303,487,251,9,1,11,9,1972,945,2592,1327,46,28,35,16132,6253,78.8,72.0,9853,3457,9006,3053,380,171,40,9,1,-,5,1,133,64,288,159,9.0,1458,483,87,6,2,2074,962,8,5,2597,1315,49,29,35,16647,6537,79.1,73.5,10302,3725,9407,3323,420,157,37,7,5,-,3,2,116,58,314,178,8.7,1440,498,94,3,1,2083,968,9,2,2659,1317,57,26,35,16896,6698,78.2,71.9,10274,3672,9274,3175,491,217,43,8,8,2,6,5,143,74,309,191,8.7,1467,505,66,5,3,2208,1076,14,4,2728,1382,134,56
"일반대학원",공립,2,609,173,78.7,63.9,400,76,375,67,8,3,1,-,-,-,-,-,5,2,11,4,5.9,36,6,2,-,-,-,-,63,48,108,43,-,-,2,592,189,80.8,73.9,383,102,364,95,4,1,-,-,-,-,-,-,3,-,12,6,7.8,46,14,1,-,-,-,-,71,37,91,36,-,-,1,367,142,77.7,74.2,247,92,223,82,7,3,-,-,-,-,-,-,4,3,13,4,7.1,26,7,1,-,-,-,-,22,11,71,32,-,-,1,352,158,76.1,75.6,229,99,212,87,5,4,1,-,-,-,-,-,1,-,10,8,7.1,25,10,3,-,-,1,1,22,16,72,32,-,-,1,413,155,79.7,72.7,274,88,258,78,2,1,-,-,-,-,-,-,3,1,11,8,5.6,23,4,1,-,-,45,30,-,-,66,32,4,1,1,371,158,78.3,72.9,252,94,230,81,3,2,1,1,-,-,-,-,1,1,17,9,4.9,18,6,3,-,-,28,23,-,-,70,35,-,-,1,380,123,81.5,81.0,269,81,243,73,12,2,1,1,-,-,-,-,2,-,11,5,6.6,25,6,-,-,-,25,17,-,-,61,19,-,-
"일반대학원",사립,131,26732,11505,77.7,66.7,17146,6240,15575,5308,420,190,35,6,1,-,8,5,310,167,797,564,6.5,1736,738,77,13,8,490,111,2361,1299,4630,2943,279,166,136,28019,12453,78.3,70.1,17716,6898,15919,5808,548,268,38,11,-,-,1,-,205,101,1005,710,6.3,1759,804,106,19,6,489,112,3021,1684,4534,2733,375,216,135,27597,12800,77.4,69.0,17044,6905,15249,5783,526,267,34,6,3,-,2,2,338,189,892,658,5.7,1579,707,98,16,6,514,154,3383,1932,4510,2812,453,284,141,28049,13120,76.5,68.7,16835,6950,14987,5814,541,264,37,4,5,1,17,16,286,181,962,670,5.8,1619,756,96,14,4,492,109,3828,2130,4786,2952,379,219,139,27407,13123,77.1,70.3,16941,7247,14916,5985,633,305,16,2,2,2,11,8,373,228,990,717,5.4,1489,691,59,9,4,3420,1997,462,126,4749,2906,278,152,139,27733,13331,77.8,71.8,17395,7590,15345,6273,613,315,19,5,2,-,15,12,355,220,1046,765,5.1,1411,675,65,11,3,3448,1951,438,133,4618,2772,347,207,140,28801,14085,77.4,70.9,17862,7815,15602,6409,792,380,33,12,2,-,13,10,384,236,1036,768,4.8,1387,678,79,12,1,3778,2233,475,156,4768,2920,440,282
